,id,fecha,pais_de_residencia,provincia_de_espana,ciudad_residencia,situacion_en_espana,profesion,autonomia_economica,familia_edades,coche_propio,carnet_coche,mascota,presupuesto_alquiler,primera_segunda_vivienda,zona_interes,predisposicion_pueblo
106,U-000138,2020-12-23,"('España', '08100')","('España', '08100')",Mollet del Vallès,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,,31-12-10-7-2,No,Si,No,Hasta 300€,Primera residencia,Pueblos de Soria,1 mes
107,U-000139,2020-12-23,"('España', '43840')","('España', '43840')","Vendrell, El",No estoy en ninguna de esas situaciones,Informático,3 meses,"33, 30 y 12",No,No,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,1 mes
108,U-000140,2020-12-25,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,6 meses,38 27 5 2 meses,Si,Si,No,Hasta 600€,Primera residencia,Indiferente,3 meses
109,U-000142,2020-12-26,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,Más de 1 año,57,No,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
110,U-000143,2020-12-26,"('España', 'Comunitat Valenciana')","('España', 'Comunitat Valenciana')",Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Empresario,,"59, 55, 19, 16",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,3 meses
111,U-000144,2020-12-26,"('España', '48230')","('España', '48230')",Elorrio,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Limpieza,,25 25 7 5,No,No,No,Hasta 300€,Primera residencia,Pueblos de Burgos,3 meses
112,U-000145,2020-12-26,,,Atzaneta de albaida,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Auxiliar,Más de 1 año,53.....57,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
113,U-000146,2020-12-26,"('España', '08210')","('España', '08210')",Barbera del Valles,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Documentalista,,"49,50, 21,13,51,74",No,Si,No,Hasta 600€,Primera residencia,Indiferente,Aún me lo estoy pensando
114,U-000147,2020-12-27,"('España', 'Aragón')","('España', 'Aragón')",zaragoza,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,3 meses,40 y 29,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
115,U-000148,2020-12-27,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,Más de 1 año,0,No,Si,Si,Hasta 300€,Segunda residencia,Sierra norte de Madrid,1 mes
116,U-000149,2020-12-27,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",MADRID,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Economista,,"61,60,28",Si,Si,No,Hasta 450€,Segunda residencia,Sierra norte de Madrid,Aún me lo estoy pensando
117,U-000151,2020-12-28,"('Chile', 'NINGUNA')","('Chile', 'NINGUNA')",Santiago de Chile,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Técnico,,34,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
118,U-000152,2020-12-28,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,No estoy en ninguna de esas situaciones,Auxiliar,,33 y 29,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
119,U-000153,2020-12-28,"('España', '08350')","('España', '08350')",Arenys de Mar,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Informático,,30,No,No,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
120,U-000155,2020-12-28,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",San Sebastián de los Reyes,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,,32,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
121,U-000156,2020-12-29,"('España', 'Comunitat Valenciana')","('España', 'Comunitat Valenciana')",Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero,,"42, 33",Si,Si,No,Más de 600€,Primera residencia,Sierra norte de Madrid,6 meses
122,U-000157,2020-12-29,"('España', 'Comunitat Valenciana')","('España', 'Comunitat Valenciana')",Puçol,No estoy en ninguna de esas situaciones,Jardinero,3 meses,0,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes
123,U-000158,2020-12-29,"('España', '08001')","('España', '08001')",Barcelona,No estoy en ninguna de esas situaciones,Atención al cliente,1 año,40 y 03 años,No,Si,No,Hasta 450€,Primera residencia,Indiferente,1 mes
124,U-000159,2020-12-30,"('Argentina', 'NINGUNA')","('Argentina', 'NINGUNA')",Tafí Viejo,No estoy en ninguna de esas situaciones,Arquitecto,6 meses,"42, 8, 6, 2",No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
125,U-000161,2020-12-30,"('Venezuela', 'NINGUNA')","('Venezuela', 'NINGUNA')",Maracaibo,No estoy en ninguna de esas situaciones,Economista,3 meses,"40, 6",No,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses
126,U-000162,2020-12-31,,,Madrod,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero Industrial,,"45, 42, 9 y 14",Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
127,U-000163,2020-12-31,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Boadilla del Monte,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Funcionario,,"63, 62",Si,Si,No,Más de 600€,Primera residencia,Pueblos de Soria,6 meses
128,U-000164,2021-01-01,"('Paraguay / Paraguái', 'NINGUNA')","('Paraguay / Paraguái', 'NINGUNA')",Encarnacion,No estoy en ninguna de esas situaciones,Administrativo,1 año,36 34 11 5,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
129,U-000165,2021-01-01,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Funcionario,,"42, 37, 4 y 0 (bebé en camino)",Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
130,U-000166,2021-01-01,"('España', '28760')","('España', '28760')",Tres Cantos,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,6 meses,43,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
131,U-000168,2021-01-01,"('España', 'Comunitat Valenciana')","('España', 'Comunitat Valenciana')",Benidorm,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,,"43,31 y 3",Si,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses
132,U-000169,2021-01-02,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Hostelero,3 meses,38,No,No,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses
133,U-000172,2021-01-03,"('España', 'Catalunya')","('España', 'Catalunya')",Sabadell,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,34,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes
134,U-000173,2021-01-03,"('España', 'Región de Murcia')","('España', 'Región de Murcia')",abanilla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,3 meses,32,No,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
135,U-000174,2021-01-03,"('Argentina', 'NINGUNA')","('Argentina', 'NINGUNA')",San luis,No estoy en ninguna de esas situaciones,Operario,Más de 1 año,36 18 13 7,Si,No,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,6 meses
136,U-000175,2021-01-03,"('Argentina', 'NINGUNA')","('Argentina', 'NINGUNA')",Mar del plata,No estoy en ninguna de esas situaciones,Enfermero,,45,No,Si,No,Hasta 300€,Primera residencia,Pueblos de Soria,6 meses
137,U-000176,2021-01-03,"('Italia', 'NINGUNA')","('Italia', 'NINGUNA')",San Basilio,No estoy en ninguna de esas situaciones,Ingeniero de Telecomunicación.,,"1,4,31,39",Si,Si,Si,Hasta 450€,Primera residencia,Pueblos de Zaragoza,3 meses
138,U-000177,2021-01-04,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,Más de 1 año,41 y 38,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses
139,U-000179,2021-01-04,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,,"25, 2 meses",No,No,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
140,U-000180,2021-01-04,"('España', 'Castilla y León')","('España', 'Castilla y León')",Tordesillas,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Hostelero,Más de 1 año,"39, 39,7,5,1",No,No,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,1 mes
141,U-000181,2021-01-04,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,Más de 1 año,8 años y 35 años,No,No,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,1 mes
142,U-000182,2021-01-04,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Alcobendas,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,,62 - 50 - 7,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
143,U-000183,2021-01-04,"('España', '45217')","('España', '45217')",Ugena,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Albañil,1 año,33 30 5 y 1,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,3 meses
144,U-000184,2021-01-04,"('España', 'Comunitat Valenciana')","('España', 'Comunitat Valenciana')",Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Electricista,3 meses,49,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
145,U-000186,2021-01-04,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Getafe,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,,"7, 6, 2",Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,1 mes
146,U-000187,2021-01-04,"('España', 'Comunitat Valenciana')","('España', 'Comunitat Valenciana')",ELCHE,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,6 meses,39 36,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses
147,U-000189,2021-01-04,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,,"42, 37, 16, 13, 9, 7",Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
148,U-000190,2021-01-05,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Economista,Más de 1 año,29,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses
149,U-000191,2021-01-05,"('España', '43001')","('España', '43001')",Tarragona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Albañil,,23años 20 años 1 año bebe,No,No,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses
150,U-000192,2021-01-05,"('España', '28189')","('España', '28189')",Madrid Torrejón,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Maestro,6 meses,35 y 33,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses
151,U-000193,2021-01-05,"('Argentina', 'NINGUNA')","('Argentina', 'NINGUNA')",RIO CUARTO,No estoy en ninguna de esas situaciones,Dependiente,,"42, 7,3,3",Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,Aún me lo estoy pensando
152,U-000194,2021-01-05,"('Panamá', 'NINGUNA')","('Panamá', 'NINGUNA')",Panamá,No estoy en ninguna de esas situaciones,Administrativo,6 meses,45-55,No,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
153,U-000195,2021-01-05,"('España', 'Canarias')","('España', 'Canarias')",Telde,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Pintor,3 meses,20,No,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes
154,U-000196,2021-01-06,"('España', '30510')","('España', '30510')","Yecla, Murcia",Tengo nacionalidad española / de un país de la UE / permiso de residencia,Freelance digital,3 meses,"24, 22 y 17",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
155,U-000197,2021-01-06,"('Argentina', 'NINGUNA')","('Argentina', 'NINGUNA')",Buenos aires,No estoy en ninguna de esas situaciones,Carpintero Aluminio,,"36,26, 3",No,Si,Si,Hasta 300€,Primera residencia,Pueblos de Zaragoza,Aún me lo estoy pensando
156,U-000198,2021-01-06,"('Argentina', 'NINGUNA')","('Argentina', 'NINGUNA')",rosario,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,6 meses,"43, 37",No,Si,No,Hasta 450€,Primera residencia,Pueblos de Zaragoza,3 meses
157,U-000200,2021-01-07,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,,"23, 4, 27",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando
158,U-000201,2021-01-07,"('España', '08001')","('España', '08001')",Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,Más de 1 año,"41,34 y 2.",Si,Si,No,Hasta 600€,Primera residencia,Indiferente,Aún me lo estoy pensando
159,U-000202,2021-01-07,"('España', '28723')","('España', '28723')",pedrezuela,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,,"54,53,18",Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
160,U-000203,2021-01-07,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,6 meses,29 y 33,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
161,U-000204,2021-01-08,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Móstoles,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,,31años y 9 meses,Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
162,U-000205,2021-01-09,"('México', 'NINGUNA')","('México', 'NINGUNA')",Irapuato,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,6 meses,"61,57,29,21,20,15,5meses",No,No,Si,Hasta 450€,Primera residencia,Pueblos de Zaragoza,6 meses
163,U-000206,2021-01-09,"('España', 'Comunidad de Madrid')","('España', 'Comunidad de Madrid')",Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Bombero forestal,3 meses,29/28,Si,Si,Si,Hasta 450€,Primera residencia,Pueblos de Soria,6 meses
164,U-000207,2021-01-09,"('España', '08221')","('España', '08221')",Terrassa,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Peluquería,1 año,"35,36,12,7,5",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
165,U-000208,2021-01-09,"('España', 'Andalucía')","('España', 'Andalucía')",Priego De Córdoba,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Trabajador social,3 meses,22 y 24,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
166,U-000209,2021-01-09,"('España', '41500')","('España', '41500')",Alcalá de Guadaira,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Periodista,3 meses,45,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
167,U-000211,2021-01-09,"('España', '08001')","('España', '08001')",Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,1 año,36 y 37,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
168,U-000213,2021-01-10,"('Argentina', 'NINGUNA')","('Argentina', 'NINGUNA')",Pergamino,No estoy en ninguna de esas situaciones,Camarero,,36,No,No,No,Hasta 300€,Primera residencia,Indiferente,6 meses
169,U-000215,2021-01-11,"('España', 'Comunitat Valenciana')","('España', 'Comunitat Valenciana')",Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Esteticista,1 año,"28,23",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando
170,U-000216,2021-01-11,"('España', 'Aragón')","('España', 'Aragón')",ZARAGOZA,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Militar,6 meses,34 37,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes
171,U-000217,2021-01-11,"('España', 'Canarias')","('España', 'Canarias')",santa cruz de tenerife,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Pensionista,Más de 1 año,45 33 5,No,No,No,Hasta 300€,Primera residencia,Indiferente,6 meses
172,U-000219,2021-01-12,"('Colombia', 'NINGUNA')","('Colombia', 'NINGUNA')",Cali,No estoy en ninguna de esas situaciones,Asesor,3 meses,"40, 9",No,No,No,Hasta 300€,Primera residencia,Indiferente,1 mes
173,U-000220,2021-01-12,"('España', 'Aragón')","('España', 'Aragón')",Zaragoza,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,3 meses,31,No,No,Si,Hasta 300€,Primera residencia,Pueblos de Zaragoza,1 mes
