,id,fecha,pais_de_residencia,provincia_de_espana,ciudad_residencia,situacion_en_espana,profesion,autonomia_economica,familia_edades,coche_propio,carnet_coche,mascota,presupuesto_alquiler,primera_segunda_vivienda,zona_interes,predisposicion_pueblo,numero_familiares,sector_servicios,sector_industria,sector_construccion,sector_agricultura_ganaderia_pesca,Otros,nan_filas
112,U-000145,2020-12-26,nan,Ninguna,Atzaneta de albaida,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Auxiliar,Más de 1 año,"53,57",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,2,0,0,0,0,0,0
113,U-000146,2020-12-26,España,Barcelona,Barbera del Valles,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Documentalista,,"49,50,21,13,51,74",No,Si,No,Hasta 600€,Primera residencia,Indiferente,Aún me lo estoy pensando,6,1,0,0,0,0,1
114,U-000147,2020-12-27,España,Aragón,zaragoza,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,3 meses,"40,29",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0
115,U-000148,2020-12-27,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,Más de 1 año,0,No,Si,Si,Hasta 300€,Segunda residencia,Sierra norte de Madrid,1 mes,1,0,0,0,0,0,0
116,U-000149,2020-12-27,España,Madrid,MADRID,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Economista,,"61,60,28",Si,Si,No,Hasta 450€,Segunda residencia,Sierra norte de Madrid,Aún me lo estoy pensando,3,1,0,0,0,0,1
117,U-000151,2020-12-28,Latino América,Ninguna,Santiago de Chile,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Técnico,,34,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,1,0,0,0,1
118,U-000152,2020-12-28,España,Madrid,Madrid,No estoy en ninguna de esas situaciones,Auxiliar,,"33,29",Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,2,0,0,0,0,0,1
119,U-000153,2020-12-28,España,Barcelona,Arenys de Mar,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Informático,,30,No,No,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,1,1,0,0,0,0,1
120,U-000155,2020-12-28,España,Madrid,San Sebastián de los Reyes,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,,32,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,1,1,0,0,0,0,1
121,U-000156,2020-12-29,España,Comunitat Valenciana,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero,,"42,33",Si,Si,No,Más de 600€,Primera residencia,Sierra norte de Madrid,6 meses,2,0,1,0,0,0,1
122,U-000157,2020-12-29,España,Comunitat Valenciana,Puçol,No estoy en ninguna de esas situaciones,Jardinero,3 meses,0,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes,1,1,0,0,0,0,0
123,U-000158,2020-12-29,España,Barcelona,Barcelona,No estoy en ninguna de esas situaciones,Atención al cliente,1 año,"40,03",No,Si,No,Hasta 450€,Primera residencia,Indiferente,1 mes,2,0,0,0,0,0,0
124,U-000159,2020-12-30,Latino América,Ninguna,Tafí Viejo,No estoy en ninguna de esas situaciones,Arquitecto,6 meses,"42,8,6,2",No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,4,0,0,1,0,0,0
125,U-000161,2020-12-30,Latino América,Ninguna,Maracaibo,No estoy en ninguna de esas situaciones,Economista,3 meses,"40,6",No,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses,2,1,0,0,0,0,0
126,U-000162,2020-12-31,nan,Ninguna,Madrod,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero Industrial,,"45,42,9,14",Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,4,0,1,0,0,0,1
127,U-000163,2020-12-31,España,Madrid,Boadilla del Monte,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Funcionario,,"63,62",Si,Si,No,Más de 600€,Primera residencia,Pueblos de Soria,6 meses,2,0,0,0,0,1,1
128,U-000164,2021-01-01,Latino América,Ninguna,Encarnacion,No estoy en ninguna de esas situaciones,Administrativo,1 año,"36,34,11,5",Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,4,0,0,0,0,0,0
129,U-000165,2021-01-01,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Funcionario,,"42,37,4,0",Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,4,0,0,0,0,1,1
130,U-000166,2021-01-01,España,Madrid,Tres Cantos,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,6 meses,43,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,1,0,0,0,0,0
131,U-000168,2021-01-01,España,Comunitat Valenciana,Benidorm,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,,"43,31,3",Si,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses,3,0,0,0,0,0,1
132,U-000169,2021-01-02,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Hostelero,3 meses,38,No,No,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses,1,1,0,0,0,0,0
133,U-000172,2021-01-03,España,Cataluña,Sabadell,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,34,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes,1,0,0,0,0,0,0
134,U-000173,2021-01-03,España,Región de Murcia,abanilla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,3 meses,32,No,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,1,1,0,0,0,0,0
135,U-000174,2021-01-03,Latino América,Ninguna,San luis,No estoy en ninguna de esas situaciones,Operario,Más de 1 año,"36,18,13,7",Si,No,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,6 meses,4,0,0,1,0,0,0
136,U-000175,2021-01-03,Latino América,Ninguna,Mar del plata,No estoy en ninguna de esas situaciones,Enfermero,,45,No,Si,No,Hasta 300€,Primera residencia,Pueblos de Soria,6 meses,1,1,0,0,0,0,1
137,U-000176,2021-01-03,Resto de Europa (dentro de UE),Ninguna,San Basilio,No estoy en ninguna de esas situaciones,Ingeniero de Telecomunicación.,,"1,4,31,39",Si,Si,Si,Hasta 450€,Primera residencia,Pueblos de Zaragoza,3 meses,4,1,0,0,0,0,1
138,U-000177,2021-01-04,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,Más de 1 año,"41,38",Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,2,0,0,0,0,0,0
139,U-000179,2021-01-04,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,,"25,2",No,No,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,2,0,0,0,0,0,1
140,U-000180,2021-01-04,España,Castilla y León,Tordesillas,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Hostelero,Más de 1 año,"39,39,7,5,1",No,No,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,1 mes,5,1,0,0,0,0,0
141,U-000181,2021-01-04,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,Más de 1 año,"8,35",No,No,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,1 mes,2,0,0,0,0,0,0
142,U-000182,2021-01-04,España,Madrid,Alcobendas,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,,"62,50,7",Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,3,0,0,0,0,0,1
143,U-000183,2021-01-04,España,Toledo,Ugena,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Albañil,1 año,"33,30,5,1",Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,3 meses,4,0,0,1,0,0,0
144,U-000184,2021-01-04,España,Comunitat Valenciana,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Electricista,3 meses,49,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,1,0,0,1,0,0,0
145,U-000186,2021-01-04,España,Madrid,Getafe,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,,"7,6,2",Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,1 mes,3,0,0,0,0,0,1
146,U-000187,2021-01-04,España,Comunitat Valenciana,ELCHE,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,6 meses,"39,36",Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0
147,U-000189,2021-01-04,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,,"42,37,16,13,9,7",Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,6,0,0,0,0,0,1
148,U-000190,2021-01-05,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Economista,Más de 1 año,29,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses,1,1,0,0,0,0,0
149,U-000191,2021-01-05,España,Tarragona,Tarragona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Albañil,,"23,20,1",No,No,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses,3,0,0,1,0,0,1
150,U-000192,2021-01-05,España,Madrid,Madrid Torrejón,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Maestro,6 meses,"35,33",Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses,2,1,0,0,0,0,0
151,U-000193,2021-01-05,Latino América,Ninguna,RIO CUARTO,No estoy en ninguna de esas situaciones,Dependiente,,"42,7,3,3",Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,Aún me lo estoy pensando,4,1,0,0,0,0,1
152,U-000194,2021-01-05,Latino América,Ninguna,Panamá,No estoy en ninguna de esas situaciones,Administrativo,6 meses,"45,55",No,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,2,0,0,0,0,0,0
153,U-000195,2021-01-05,España,Canarias,Telde,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Pintor,3 meses,20,No,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes,1,1,0,0,0,0,0
154,U-000196,2021-01-06,España,Murcia,"Yecla, Murcia",Tengo nacionalidad española / de un país de la UE / permiso de residencia,Freelance digital,3 meses,"24,22,17",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,3,1,0,0,0,0,0
155,U-000197,2021-01-06,Latino América,Ninguna,Buenos aires,No estoy en ninguna de esas situaciones,Carpintero Aluminio,,"36,26,3",No,Si,Si,Hasta 300€,Primera residencia,Pueblos de Zaragoza,Aún me lo estoy pensando,3,0,0,1,0,0,1
156,U-000198,2021-01-06,Latino América,Ninguna,rosario,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,6 meses,"43,37",No,Si,No,Hasta 450€,Primera residencia,Pueblos de Zaragoza,3 meses,2,1,0,0,0,0,0
157,U-000200,2021-01-07,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,,"23,4,27",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,3,0,0,0,0,0,1
158,U-000201,2021-01-07,España,Barcelona,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,Más de 1 año,"41,34,2",Si,Si,No,Hasta 600€,Primera residencia,Indiferente,Aún me lo estoy pensando,3,0,0,0,0,0,0
159,U-000202,2021-01-07,España,Madrid,pedrezuela,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,,"54,53,18",Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,3,1,0,0,0,0,1
160,U-000203,2021-01-07,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,6 meses,"29,33",Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,2,0,0,0,0,0,0
161,U-000204,2021-01-08,España,Madrid,Móstoles,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,,"31,9",Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,2,0,0,0,0,0,1
162,U-000205,2021-01-09,Latino América,Ninguna,Irapuato,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,6 meses,"61,57,29,21,20,15,5",No,No,Si,Hasta 450€,Primera residencia,Pueblos de Zaragoza,6 meses,7,1,0,0,0,0,0
163,U-000206,2021-01-09,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Bombero forestal,3 meses,"29,28",Si,Si,Si,Hasta 450€,Primera residencia,Pueblos de Soria,6 meses,2,0,0,0,0,1,0
164,U-000207,2021-01-09,España,Barcelona,Terrassa,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Peluquería,1 año,"35,36,12,7,5",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,5,1,0,0,0,0,0
165,U-000208,2021-01-09,España,Andalucía,Priego De Córdoba,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Trabajador social,3 meses,"22,24",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0
166,U-000209,2021-01-09,España,Sevilla,Alcalá de Guadaira,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Periodista,3 meses,45,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,0,0
167,U-000211,2021-01-09,España,Barcelona,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,1 año,"36,37",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0
168,U-000213,2021-01-10,Latino América,Ninguna,Pergamino,No estoy en ninguna de esas situaciones,Camarero,,36,No,No,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,1,0,0,0,0,1
169,U-000215,2021-01-11,España,Comunitat Valenciana,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Esteticista,1 año,"28,23",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,2,1,0,0,0,0,0
170,U-000216,2021-01-11,España,Aragón,ZARAGOZA,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Militar,6 meses,"34,37",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes,2,0,0,0,0,1,0
171,U-000217,2021-01-11,España,Canarias,santa cruz de tenerife,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Pensionista,Más de 1 año,"45,33,5",No,No,No,Hasta 300€,Primera residencia,Indiferente,6 meses,3,0,0,0,0,1,0
172,U-000219,2021-01-12,Latino América,Ninguna,Cali,No estoy en ninguna de esas situaciones,Asesor,3 meses,"40,9",No,No,No,Hasta 300€,Primera residencia,Indiferente,1 mes,2,1,0,0,0,0,0
173,U-000220,2021-01-12,España,Aragón,Zaragoza,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,3 meses,31,No,No,Si,Hasta 300€,Primera residencia,Pueblos de Zaragoza,1 mes,1,1,0,0,0,0,0
174,U-000221,2021-01-12,España,La Rioja,Almarza de Cameros (La Rioja),Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,,"50,49,2",Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Soria,6 meses,3,0,0,0,0,0,1
175,U-000222,2021-01-12,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Veterinario,1 año,"45,39,5,2",Si,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,3 meses,4,1,0,0,0,0,0
176,U-000223,2021-01-12,España,Madrid,Madrid,No estoy en ninguna de esas situaciones,Dependiente,,36,No,No,No,Hasta 450€,Segunda residencia,Sierra norte de Madrid,6 meses,1,1,0,0,0,0,1
177,U-000224,2021-01-12,Latino América,Ninguna,Lucas González,No estoy en ninguna de esas situaciones,Administrativo,6 meses,20,No,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,1,0,0,0,0,0,0
178,U-000225,2021-01-12,España,Cataluña,Girona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,3 meses,40,No,Si,No,Hasta 450€,Primera residencia,Pueblos de Burgos,3 meses,1,1,0,0,0,0,0
179,U-000226,2021-01-12,España,Cataluña,Sant Cugat del  Vallès,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,"37,35",Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,2,0,0,0,0,0,0
180,U-000228,2021-01-12,España,Andalucía,Córdoba,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Estudiante,6 meses,"40,40,8,6",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,4,0,0,0,0,1,0
181,U-000229,2021-01-13,España,Barcelona,Torelló,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,Más de 1 año,"28,31,5,2,7",Si,Si,Si,Hasta 600€,Primera residencia,Pueblos de Zaragoza,1 mes,5,1,0,0,0,0,0
182,U-000230,2021-01-13,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,Más de 1 año,"15,12,15,37",Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes,4,1,0,0,0,0,0
183,U-000231,2021-01-13,España,Madrid,Getafe MADRID,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,6 meses,"43,12,10",No,No,No,Hasta 300€,Primera residencia,Indiferente,1 mes,3,0,0,0,0,0,0
184,U-000232,2021-01-13,España,Canarias,canarias tenerife,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Auxiliar,3 meses,23,Si,No,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,1,0,0,0,0,0,0
185,U-000233,2021-01-13,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Veterinario,6 meses,"10,24,45",Si,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,1 mes,3,1,0,0,0,0,0
186,U-000234,2021-01-13,España,Andalucía,Almeria,No estoy en ninguna de esas situaciones,Mozo almacén,1 año,"33,24,6,4,2,2",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,6,0,0,0,0,0,0
187,U-000235,2021-01-13,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,Más de 1 año,"56,26,22",Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,3,0,0,0,0,0,0
188,U-000236,2021-01-13,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mecánico,Más de 1 año,"37,4",Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,2,0,1,0,0,0,0
189,U-000237,2021-01-13,España,Madrid,San Sebastián de los Reyes,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,53,Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,6 meses,1,0,0,0,0,0,0
190,U-000238,2021-01-14,España,Castilla y León,Palencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Militar,Más de 1 año,46,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,1,0
191,U-000240,2021-01-14,España,Barcelona,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,"57,43,32,11,9,1",No,No,No,Hasta 300€,Primera residencia,Indiferente,3 meses,6,0,0,0,0,0,0
192,U-000241,2021-01-14,España,Madrid,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,"41,4",Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,2,0,0,0,0,0,0
193,U-000242,2021-01-14,España,Madrid,MADRID,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Trabajador social,1 año,"54,49",Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,2,1,0,0,0,0,0
194,U-000243,2021-01-14,España,Madrid,Alcorcon,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,,"4,36",Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,2,0,0,0,0,0,1
