,autonomia_economica,coche_propio,carnet_coche,mascota,presupuesto_alquiler,numero_familiares,sector_servicios,sector_industria,sector_construccion,sector_agricultura_ganaderia_pesca,sector_otros,predisposicion_pueblo_1 mes,predisposicion_pueblo_3 meses,predisposicion_pueblo_6 meses,predisposicion_pueblo_Aún me lo estoy pensando,year,month,day,pais_de_residencia_España,pais_de_residencia_Latino América,pais_de_residencia_Otro,pais_de_residencia_Resto de Europa (dentro de UE),prov_norte,prov_sur,prov_este,prov_centro,prov_madrid,prov_fuera_espana,situacion_en_espana_No estoy en ninguna de esas situaciones,situacion_en_espana_Tengo nacionalidad española / de un país de la UE / permiso de residencia,primera_segunda_vivienda_Primera residencia,primera_segunda_vivienda_Segunda residencia,zona_interes_Indiferente,"zona_interes_Indiferente, menos de 150km de Madrid",zona_interes_Navarra,zona_interes_Pueblos de Burgos,zona_interes_Pueblos de Cuenca,zona_interes_Pueblos de Galicia,zona_interes_Pueblos de Jaén,zona_interes_Pueblos de Palencia,zona_interes_Pueblos de Segovia,zona_interes_Pueblos de Soria,zona_interes_Pueblos de Zamora,zona_interes_Pueblos de Zaragoza,zona_interes_Pueblos de Zaragoza-Huesca,zona_interes_Sierra norte de Madrid
1173,12,1,1,0,2,2,0,0,0,0,0,1,0,0,0,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,3,0,0,0,1,1,0,1,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1175,6,0,0,0,2,1,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1176,6,1,0,0,2,1,0,1,0,0,0,0,0,1,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1177,3,1,0,0,2,1,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1178,3,0,0,0,1,1,0,0,1,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1179,3,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1180,3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1181,3,0,0,0,1,3,0,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1182,3,1,0,0,1,1,0,0,1,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1183,14,0,0,0,2,1,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1184,12,1,0,0,3,1,1,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1185,12,1,1,1,2,2,1,0,0,0,0,0,0,1,0,2020,6,24,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2020,6,24,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1187,3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188,12,1,0,0,2,1,1,0,0,0,0,0,0,1,0,2020,6,24,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1189,14,1,1,0,1,2,1,0,0,0,0,0,0,1,0,2020,6,24,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1190,3,0,0,0,2,1,1,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1191,12,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1192,3,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1193,3,1,0,0,1,4,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1194,3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1195,3,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1196,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1197,6,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1198,14,1,0,0,1,1,0,0,1,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1199,3,1,0,0,1,4,0,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1200,6,1,0,0,1,1,1,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1201,12,0,0,0,2,1,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1202,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1203,3,0,0,1,1,6,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1204,3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1205,3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1206,3,1,1,0,1,4,0,1,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1207,6,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1208,6,1,0,0,2,1,0,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1209,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1210,3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1211,3,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1212,6,1,1,0,2,1,0,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1213,12,1,0,0,2,1,0,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1214,6,1,0,0,2,1,0,0,0,0,1,0,0,0,1,2020,6,24,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1215,3,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,12,1,0,0,2,1,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1217,3,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2020,6,24,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1218,3,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1219,3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1220,3,1,0,0,2,1,0,0,0,0,1,0,1,0,0,2020,6,24,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1221,3,1,0,0,1,1,0,0,1,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1222,3,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1223,12,1,1,0,2,3,0,0,0,0,1,0,0,1,0,2020,6,24,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1224,3,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1225,3,1,0,0,1,1,0,1,0,0,0,0,0,1,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1226,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1227,3,1,0,0,3,1,0,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1228,3,1,1,1,2,4,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1229,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1230,3,1,0,0,1,1,0,1,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1231,3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1232,3,0,0,0,3,1,0,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1233,3,1,1,1,1,1,0,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1234,6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1235,3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1236,3,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1237,6,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1238,12,1,0,0,2,1,0,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1239,3,1,1,1,2,3,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1240,3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1241,3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1242,14,1,0,0,1,1,1,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1243,3,1,0,0,1,1,1,0,0,0,0,0,0,1,0,2020,6,24,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1244,14,1,0,0,2,1,1,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1246,3,1,0,0,1,1,0,0,1,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1247,6,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1248,3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1249,6,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1250,3,1,0,0,1,1,0,0,0,0,1,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1251,6,1,0,0,4,1,1,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1252,3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1253,14,1,0,0,2,1,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1254,12,1,1,1,2,3,1,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,14,1,0,0,3,1,0,1,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1256,3,1,1,0,2,3,0,0,0,0,0,0,0,1,0,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1257,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1258,14,1,0,0,2,1,0,1,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1259,3,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1260,3,1,0,0,2,1,1,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1261,3,1,0,0,2,1,0,0,0,0,0,0,0,0,1,2020,6,24,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1262,3,1,0,0,2,1,1,0,0,0,0,0,0,1,0,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1263,3,1,0,0,2,1,1,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1264,6,1,0,0,1,1,0,0,1,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1265,12,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1266,3,1,0,0,1,1,0,0,1,0,0,0,1,0,0,2020,6,24,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1267,3,1,1,1,2,1,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1268,3,0,0,0,2,1,0,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1269,3,0,0,0,2,1,1,0,0,0,0,0,0,1,0,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1270,3,0,0,1,1,2,0,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1271,14,1,0,0,2,1,0,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1272,3,1,0,0,1,1,0,0,0,0,1,0,1,0,0,2020,6,24,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1273,3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1274,3,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2020,6,24,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1275,3,0,0,0,1,1,0,0,1,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1276,14,1,1,0,3,1,0,0,0,0,0,0,0,1,0,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1277,6,1,0,0,3,1,0,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1278,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1279,12,1,0,0,1,1,0,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1280,3,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1281,6,1,0,0,2,1,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1282,3,1,0,0,2,1,1,0,0,0,0,0,0,0,1,2020,6,24,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1283,3,1,1,1,4,4,0,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1284,3,0,0,0,2,1,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1285,3,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1286,3,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1287,3,1,0,0,2,1,0,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1288,6,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1289,3,1,0,0,1,1,0,0,1,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1290,12,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1291,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1292,6,1,0,0,2,1,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1293,3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1294,3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2020,6,24,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1295,3,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1296,6,1,0,0,2,1,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1297,3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1298,3,0,0,0,3,1,0,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1299,3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2020,6,24,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1300,12,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1301,6,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1302,12,1,1,1,2,3,0,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,14,1,0,0,2,1,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1304,12,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1305,3,1,0,0,1,1,1,0,0,0,0,0,0,1,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1306,6,1,0,0,2,1,0,0,0,0,0,0,0,0,1,2020,6,24,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1307,3,0,0,0,2,1,0,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1308,14,1,0,0,2,1,0,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1309,3,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2020,6,24,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1310,3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1311,3,1,0,0,2,1,0,0,0,0,0,0,0,0,1,2020,6,24,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1312,3,1,0,0,3,1,1,0,0,0,0,0,1,0,0,2020,6,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
