,id,fecha,pais_de_residencia,provincia_de_espana,situacion_en_espana,profesion,autonomia_economica,coche_propio,carnet_coche,mascota,presupuesto_alquiler,primera_segunda_vivienda,zona_interes,predisposicion_pueblo,numero_familiares,sector_servicios,sector_industria,sector_construccion,sector_agricultura_ganaderia_pesca,sector_otros,prov_norte,prov_sur,prov_este,prov_centro,prov_madrid,prov_fuera_espana
116,U-000149,2020-12-27,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Economista,3 meses,Si,Si,No,Hasta 450€,Segunda residencia,Sierra norte de Madrid,Aún me lo estoy pensando,3,1,0,0,0,0,0,0,0,0,1,0
117,U-000151,2020-12-28,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Técnico,3 meses,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,1,0,0,0,0,0,0,0,0,1
118,U-000152,2020-12-28,España,Madrid,No estoy en ninguna de esas situaciones,Auxiliar,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,2,0,0,0,0,0,0,0,0,0,1,0
119,U-000153,2020-12-28,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Informático,3 meses,No,No,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,1,1,0,0,0,0,0,0,1,0,0,0
120,U-000155,2020-12-28,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,1,1,0,0,0,0,0,0,0,0,1,0
121,U-000156,2020-12-29,España,Comunitat Valenciana,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero,3 meses,Si,Si,No,Más de 600€,Primera residencia,Sierra norte de Madrid,6 meses,2,0,1,0,0,0,0,0,1,0,0,0
122,U-000157,2020-12-29,España,Comunitat Valenciana,No estoy en ninguna de esas situaciones,Jardinero,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes,1,1,0,0,0,0,0,0,1,0,0,0
123,U-000158,2020-12-29,España,Barcelona,No estoy en ninguna de esas situaciones,Atención al cliente,1 año,No,Si,No,Hasta 450€,Primera residencia,Indiferente,1 mes,2,0,0,0,0,0,0,0,1,0,0,0
124,U-000159,2020-12-30,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Arquitecto,6 meses,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,4,0,0,1,0,0,0,0,0,0,0,1
125,U-000161,2020-12-30,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Economista,3 meses,No,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses,2,1,0,0,0,0,0,0,0,0,0,1
127,U-000163,2020-12-31,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Funcionario,3 meses,Si,Si,No,Más de 600€,Primera residencia,Pueblos de Soria,6 meses,2,0,0,0,0,1,0,0,0,0,1,0
128,U-000164,2021-01-01,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Administrativo,1 año,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,4,0,0,0,0,0,0,0,0,0,0,1
129,U-000165,2021-01-01,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Funcionario,3 meses,Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,4,0,0,0,0,1,0,0,0,0,1,0
130,U-000166,2021-01-01,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,6 meses,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,1,0,0,0,0,0,0,0,0,1,0
131,U-000168,2021-01-01,España,Comunitat Valenciana,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,3 meses,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses,3,0,0,0,0,0,0,0,1,0,0,0
132,U-000169,2021-01-02,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Hostelero,3 meses,No,No,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses,1,1,0,0,0,0,0,0,0,0,1,0
133,U-000172,2021-01-03,España,Cataluña,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes,1,0,0,0,0,0,0,0,1,0,0,0
134,U-000173,2021-01-03,España,Región de Murcia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,3 meses,No,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,1,1,0,0,0,0,0,0,1,0,0,0
135,U-000174,2021-01-03,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Operario,Más de 1 año,Si,No,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,6 meses,4,0,0,1,0,0,0,0,0,0,0,1
136,U-000175,2021-01-03,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Enfermero,3 meses,No,Si,No,Hasta 300€,Primera residencia,Pueblos de Soria,6 meses,1,1,0,0,0,0,0,0,0,0,0,1
137,U-000176,2021-01-03,Resto de Europa (dentro de UE),Ninguna,No estoy en ninguna de esas situaciones,Ingeniero de Telecomunicación.,3 meses,Si,Si,Si,Hasta 450€,Primera residencia,Pueblos de Zaragoza,3 meses,4,1,0,0,0,0,0,0,0,0,0,1
138,U-000177,2021-01-04,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,Más de 1 año,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,2,0,0,0,0,0,0,0,0,0,1,0
139,U-000179,2021-01-04,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,No,No,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,2,0,0,0,0,0,0,0,0,0,1,0
140,U-000180,2021-01-04,España,Castilla y León,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Hostelero,Más de 1 año,No,No,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,1 mes,5,1,0,0,0,0,0,0,0,1,0,0
141,U-000181,2021-01-04,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,Más de 1 año,No,No,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,1 mes,2,0,0,0,0,0,0,0,0,0,1,0
142,U-000182,2021-01-04,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,3,0,0,0,0,0,0,0,0,0,1,0
143,U-000183,2021-01-04,España,Toledo,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Albañil,1 año,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,3 meses,4,0,0,1,0,0,0,0,0,1,0,0
144,U-000184,2021-01-04,España,Comunitat Valenciana,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Electricista,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,1,0,0,1,0,0,0,0,1,0,0,0
145,U-000186,2021-01-04,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,3 meses,Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,1 mes,3,0,0,0,0,0,0,0,0,0,1,0
146,U-000187,2021-01-04,España,Comunitat Valenciana,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,6 meses,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0,0,1,0,0,0
147,U-000189,2021-01-04,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,6,0,0,0,0,0,0,0,0,0,1,0
148,U-000190,2021-01-05,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Economista,Más de 1 año,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses,1,1,0,0,0,0,0,0,0,0,1,0
149,U-000191,2021-01-05,España,Tarragona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Albañil,3 meses,No,No,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses,3,0,0,1,0,0,0,0,1,0,0,0
150,U-000192,2021-01-05,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Maestro,6 meses,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses,2,1,0,0,0,0,0,0,0,0,1,0
151,U-000193,2021-01-05,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Dependiente,3 meses,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,Aún me lo estoy pensando,4,1,0,0,0,0,0,0,0,0,0,1
152,U-000194,2021-01-05,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Administrativo,6 meses,No,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,2,0,0,0,0,0,0,0,0,0,0,1
153,U-000195,2021-01-05,España,Canarias,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Pintor,3 meses,No,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes,1,1,0,0,0,0,0,1,0,0,0,0
154,U-000196,2021-01-06,España,Murcia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Freelance digital,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,3,1,0,0,0,0,0,0,1,0,0,0
155,U-000197,2021-01-06,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Carpintero Aluminio,3 meses,No,Si,Si,Hasta 300€,Primera residencia,Pueblos de Zaragoza,Aún me lo estoy pensando,3,0,0,1,0,0,0,0,0,0,0,1
156,U-000198,2021-01-06,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,6 meses,No,Si,No,Hasta 450€,Primera residencia,Pueblos de Zaragoza,3 meses,2,1,0,0,0,0,0,0,0,0,0,1
157,U-000200,2021-01-07,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,3,0,0,0,0,0,0,0,0,0,1,0
158,U-000201,2021-01-07,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,Más de 1 año,Si,Si,No,Hasta 600€,Primera residencia,Indiferente,Aún me lo estoy pensando,3,0,0,0,0,0,0,0,1,0,0,0
159,U-000202,2021-01-07,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,3,1,0,0,0,0,0,0,0,0,1,0
160,U-000203,2021-01-07,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,6 meses,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,2,0,0,0,0,0,0,0,0,0,1,0
161,U-000204,2021-01-08,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,2,0,0,0,0,0,0,0,0,0,1,0
162,U-000205,2021-01-09,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,6 meses,No,No,Si,Hasta 450€,Primera residencia,Pueblos de Zaragoza,6 meses,7,1,0,0,0,0,0,0,0,0,0,1
163,U-000206,2021-01-09,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Bombero forestal,3 meses,Si,Si,Si,Hasta 450€,Primera residencia,Pueblos de Soria,6 meses,2,0,0,0,0,1,0,0,0,0,1,0
164,U-000207,2021-01-09,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Peluquería,1 año,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,5,1,0,0,0,0,0,0,1,0,0,0
165,U-000208,2021-01-09,España,Andalucía,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Trabajador social,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0,1,0,0,0,0
166,U-000209,2021-01-09,España,Sevilla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Periodista,3 meses,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,0,0,1,0,0,0,0
167,U-000211,2021-01-09,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,1 año,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0,0,1,0,0,0
168,U-000213,2021-01-10,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Camarero,3 meses,No,No,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,1,0,0,0,0,0,0,0,0,0,1
169,U-000215,2021-01-11,España,Comunitat Valenciana,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Esteticista,1 año,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,2,1,0,0,0,0,0,0,1,0,0,0
170,U-000216,2021-01-11,España,Aragón,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Militar,6 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes,2,0,0,0,0,1,0,0,0,1,0,0
171,U-000217,2021-01-11,España,Canarias,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Pensionista,Más de 1 año,No,No,No,Hasta 300€,Primera residencia,Indiferente,6 meses,3,0,0,0,0,1,0,1,0,0,0,0
172,U-000219,2021-01-12,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Asesor,3 meses,No,No,No,Hasta 300€,Primera residencia,Indiferente,1 mes,2,1,0,0,0,0,0,0,0,0,0,1
173,U-000220,2021-01-12,España,Aragón,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,3 meses,No,No,Si,Hasta 300€,Primera residencia,Pueblos de Zaragoza,1 mes,1,1,0,0,0,0,0,0,0,1,0,0
174,U-000221,2021-01-12,España,La Rioja,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Soria,6 meses,3,0,0,0,0,0,1,0,0,0,0,0
175,U-000222,2021-01-12,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Veterinario,1 año,Si,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,3 meses,4,1,0,0,0,0,0,0,0,0,1,0
176,U-000223,2021-01-12,España,Madrid,No estoy en ninguna de esas situaciones,Dependiente,3 meses,No,No,No,Hasta 450€,Segunda residencia,Sierra norte de Madrid,6 meses,1,1,0,0,0,0,0,0,0,0,1,0
177,U-000224,2021-01-12,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Administrativo,6 meses,No,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,1,0,0,0,0,0,0,0,0,0,0,1
178,U-000225,2021-01-12,España,Cataluña,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,3 meses,No,Si,No,Hasta 450€,Primera residencia,Pueblos de Burgos,3 meses,1,1,0,0,0,0,0,0,1,0,0,0
179,U-000226,2021-01-12,España,Cataluña,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,2,0,0,0,0,0,0,0,1,0,0,0
180,U-000228,2021-01-12,España,Andalucía,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Estudiante,6 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,4,0,0,0,0,1,0,1,0,0,0,0
181,U-000229,2021-01-13,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,Más de 1 año,Si,Si,Si,Hasta 600€,Primera residencia,Pueblos de Zaragoza,1 mes,5,1,0,0,0,0,0,0,1,0,0,0
182,U-000230,2021-01-13,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,Más de 1 año,Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes,4,1,0,0,0,0,0,0,0,0,1,0
183,U-000231,2021-01-13,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,6 meses,No,No,No,Hasta 300€,Primera residencia,Indiferente,1 mes,3,0,0,0,0,0,0,0,0,0,1,0
184,U-000232,2021-01-13,España,Canarias,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Auxiliar,3 meses,Si,No,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,1,0,0,0,0,0,0,1,0,0,0,0
185,U-000233,2021-01-13,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Veterinario,6 meses,Si,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,1 mes,3,1,0,0,0,0,0,0,0,0,1,0
186,U-000234,2021-01-13,España,Andalucía,No estoy en ninguna de esas situaciones,Mozo almacén,1 año,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,6,0,0,0,0,0,0,1,0,0,0,0
187,U-000235,2021-01-13,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,Más de 1 año,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,3,0,0,0,0,0,0,0,0,0,1,0
188,U-000236,2021-01-13,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mecánico,Más de 1 año,Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,2,0,1,0,0,0,0,0,0,0,1,0
189,U-000237,2021-01-13,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,6 meses,1,0,0,0,0,0,0,0,0,0,1,0
190,U-000238,2021-01-14,España,Castilla y León,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Militar,Más de 1 año,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,1,0,0,0,1,0,0
191,U-000240,2021-01-14,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,No,No,No,Hasta 300€,Primera residencia,Indiferente,3 meses,6,0,0,0,0,0,0,0,1,0,0,0
192,U-000241,2021-01-14,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,2,0,0,0,0,0,0,0,0,0,1,0
193,U-000242,2021-01-14,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Trabajador social,1 año,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,2,1,0,0,0,0,0,0,0,0,1,0
194,U-000243,2021-01-14,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,2,0,0,0,0,0,0,0,0,0,1,0
195,U-000244,2021-01-14,España,Castilla-La Mancha,No estoy en ninguna de esas situaciones,Marketing y publicidad,3 meses,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,1,1,0,0,0,0,0,0,0,1,0,0
196,U-000245,2021-01-14,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,Si,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,1 mes,1,0,0,0,0,0,0,0,0,0,1,0
197,U-000246,2021-01-14,Otro,Ninguna,No estoy en ninguna de esas situaciones,Profesor de Universidad,1 año,No,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,6 meses,1,1,0,0,0,0,0,0,0,0,0,1
198,U-000247,2021-01-15,España,Comunitat Valenciana,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,Más de 1 año,No,No,Si,Hasta 450€,Primera residencia,Indiferente,Aún me lo estoy pensando,1,0,0,0,0,0,0,0,1,0,0,0
199,U-000249,2021-01-15,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Cocinero,3 meses,No,No,No,Hasta 600€,Primera residencia,Indiferente,6 meses,6,1,0,0,0,0,0,0,0,0,0,1
200,U-000250,2021-01-16,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Maestro,6 meses,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses,1,1,0,0,0,0,0,0,0,0,1,0
201,U-000252,2021-01-16,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Veterinario,3 meses,Si,Si,Si,Más de 600€,Segunda residencia,Indiferente,6 meses,5,1,0,0,0,0,0,0,0,0,1,0
202,U-000253,2021-01-16,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,3 meses,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,2,0,0,0,0,0,0,0,0,0,1,0
203,U-000254,2021-01-16,España,Cataluña,No estoy en ninguna de esas situaciones,Dependiente,3 meses,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,3,1,0,0,0,0,0,0,1,0,0,0
204,U-000255,2021-01-16,Otro,Ninguna,No estoy en ninguna de esas situaciones,Enfermera responsable de cuidados generales,Más de 1 año,No,Si,No,Hasta 450€,Primera residencia,Indiferente,Aún me lo estoy pensando,4,0,0,0,0,0,0,0,0,0,0,1
