,id,fecha,pais_de_residencia,provincia_de_espana,situacion_en_espana,profesion,autonomia_economica,coche_propio,carnet_coche,mascota,presupuesto_alquiler,primera_segunda_vivienda,zona_interes,predisposicion_pueblo,numero_familiares,sector_servicios,sector_industria,sector_construccion,sector_agricultura_ganaderia_pesca,sector_otros,prov_norte,prov_sur,prov_este,prov_centro,prov_madrid,prov_fuera_espana
5207,U-005867,2021-10-24,España,Santa Cruz de Tenerife,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,4,0,0,0,0,0,0,1,0,0,0,0
5208,U-005868,2021-10-24,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Logística de transportes,1 año,No,No,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses,2,0,1,0,0,0,0,0,0,0,1,0
5209,U-005869,2021-10-24,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,No,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes,4,0,0,0,0,0,0,0,0,0,0,1
5210,U-005870,2021-10-24,España,Málaga,No estoy en ninguna de esas situaciones,Esteticista,1 año,No,No,No,Hasta 450€,Primera residencia,Indiferente,6 meses,3,1,0,0,0,0,0,1,0,0,0,0
5211,U-005871,2021-10-24,España,Madrid,No estoy en ninguna de esas situaciones,Otro,3 meses,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,4,0,0,0,0,0,0,0,0,0,1,0
5212,U-005872,2021-10-24,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Empleado del hogar,3 meses,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,1,0,0,0,0,0,0,0,0,1,0
5213,U-005873,2021-10-24,España,Madrid,No estoy en ninguna de esas situaciones,Otro,3 meses,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,4,0,0,0,0,0,0,0,0,0,1,0
5214,U-005874,2021-10-24,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,6 meses,No,No,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,2,0,0,0,0,0,0,0,0,0,0,1
5215,U-005875,2021-10-24,España,Baleares,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Sanitario,3 meses,Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,6 meses,3,0,0,0,0,0,0,0,1,0,0,0
5216,U-005876,2021-10-25,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Operario,3 meses,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,1,0,0,1,0,0,0,0,0,0,0,1
5217,U-005877,2021-10-25,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Pintor,Más de 1 año,No,Si,No,Hasta 600€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0,0,0,0,0,1
5218,U-005878,2021-10-25,España,Barcelona,No estoy en ninguna de esas situaciones,Carnicero,1 año,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,2,0,0,0,0,0,0,0,1,0,0,0
5219,U-005879,2021-10-25,España,Zaragoza,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,1 año,No,Si,No,Hasta 600€,Primera residencia,Pueblos de Zaragoza,3 meses,2,0,0,0,0,0,0,0,0,1,0,0
5220,U-005880,2021-10-25,España,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mozo almacén,3 meses,No,No,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,0,0,0,1,0,0,0
5221,U-005881,2021-10-25,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Militar,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,1,0,0,0,0,0,1
5222,U-005882,2021-10-25,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Periodista,6 meses,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,3 meses,2,0,0,0,0,0,0,0,0,0,1,0
5223,U-005883,2021-10-25,España,Barcelona,No estoy en ninguna de esas situaciones,Hostelero,3 meses,No,No,No,Hasta 300€,Primera residencia,Pueblos de Palencia,3 meses,3,1,0,0,0,0,0,0,1,0,0,0
5224,U-005884,2021-10-25,España,Valladolid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Artes visuales,3 meses,Si,Si,Si,Hasta 300€,Segunda residencia,Pueblos de Palencia,Aún me lo estoy pensando,1,0,0,0,0,0,0,0,0,1,0,0
5225,U-005885,2021-10-25,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,3 meses,Si,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,1 mes,1,0,0,0,0,0,0,0,0,0,1,0
5226,U-005886,2021-10-26,Otro,Ninguna,No estoy en ninguna de esas situaciones,Arquitecto,1 año,No,No,No,Hasta 300€,Primera residencia,Indiferente,3 meses,2,0,0,1,0,0,0,0,0,0,0,1
5227,U-005887,2021-10-26,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Limpieza,3 meses,No,No,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,6,0,0,0,0,0,0,0,0,0,1,0
5228,U-005888,2021-10-26,España,Santa Cruz de Tenerife,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Freelance digital,3 meses,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses,6,1,0,0,0,0,0,1,0,0,0,0
5229,U-005889,2021-10-26,España,Toledo,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mozo almacén,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Jaén,1 mes,6,0,0,0,0,0,0,0,0,1,0,0
5230,U-005890,2021-10-26,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Otro,3 meses,No,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,3,0,0,0,0,0,0,0,0,0,0,1
5231,U-005891,2021-10-26,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Informático,6 meses,Si,Si,No,Más de 600€,Primera residencia,Indiferente,1 mes,2,1,0,0,0,0,0,0,1,0,0,0
5232,U-005892,2021-10-26,Otro,Ninguna,No estoy en ninguna de esas situaciones,Informático,3 meses,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,5,1,0,0,0,0,0,0,0,0,0,1
5233,U-005893,2021-10-26,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Atención al cliente,3 meses,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,4,0,0,0,0,0,0,0,0,0,0,1
5234,U-005894,2021-10-26,España,Madrid,No estoy en ninguna de esas situaciones,Técnico,3 meses,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,3 meses,3,0,1,0,0,0,0,0,0,0,1,0
5235,U-005895,2021-10-26,España,Madrid,No estoy en ninguna de esas situaciones,Administrativo,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,1,0,0,0,0,0,0,0,0,0,1,0
5236,U-005896,2021-10-27,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Recepcionista,6 meses,No,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,1,1,0,0,0,0,0,0,0,0,1,0
5237,U-005897,2021-10-27,España,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,Más de 1 año,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,4,1,0,0,0,0,0,0,1,0,0,0
5238,U-005898,2021-10-27,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,6 meses,Si,Si,No,Hasta 450€,Primera residencia,Pueblos de Burgos,6 meses,3,0,0,0,0,0,0,0,0,0,1,0
5239,U-005899,2021-10-27,España,Valencia,No estoy en ninguna de esas situaciones,Psicólogo,3 meses,No,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,0,0,0,1,0,0,0
5240,U-005900,2021-10-27,España,Cádiz,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,Más de 1 año,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,3,1,0,0,0,0,0,1,0,0,0,0
5241,U-005901,2021-10-27,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Consultor,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,5,0,0,0,0,0,0,0,0,0,0,1
5242,U-005902,2021-10-27,España,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Albañil,3 meses,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,5,0,0,1,0,0,0,0,1,0,0,0
5243,U-005903,2021-10-27,España,Santa Cruz de Tenerife,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,Más de 1 año,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,2,1,0,0,0,0,0,1,0,0,0,0
5244,U-005904,2021-10-27,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Enfermera responsable de cuidados generales,3 meses,No,No,No,Hasta 300€,Primera residencia,Pueblos de Palencia,6 meses,4,0,0,0,0,0,0,0,0,0,0,1
5245,U-005905,2021-10-28,España,Cuenca,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,Más de 1 año,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,2,0,0,0,0,0,0,0,0,1,0,0
5246,U-005906,2021-10-28,España,Madrid,No estoy en ninguna de esas situaciones,Carnicero,6 meses,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes,2,0,0,0,0,0,0,0,0,0,1,0
5247,U-005907,2021-10-28,España,Madrid,No estoy en ninguna de esas situaciones,Limpieza,3 meses,No,No,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,1 mes,4,0,0,0,0,0,0,0,0,0,1,0
5248,U-005908,2021-10-28,España,Murcia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,3 meses,No,Si,Si,Hasta 600€,Primera residencia,Indiferente,Aún me lo estoy pensando,2,0,0,0,0,0,0,0,1,0,0,0
5249,U-005909,2021-10-28,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,3 meses,3,0,0,0,0,0,0,0,0,0,1,0
5250,U-005910,2021-10-28,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Empresario,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,4,1,0,0,0,0,0,0,0,0,0,1
5251,U-005911,2021-10-28,España,Murcia,No estoy en ninguna de esas situaciones,Autónomo,Más de 1 año,No,No,Si,Hasta 300€,Primera residencia,Pueblos de Cuenca,6 meses,2,0,0,0,0,0,0,0,1,0,0,0
5252,U-005912,2021-10-28,España,Zaragoza,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Soldador,3 meses,Si,Si,Si,Hasta 600€,Primera residencia,Pueblos de Zaragoza,6 meses,4,0,0,0,0,0,0,0,0,1,0,0
5253,U-005913,2021-10-29,Otro,Ninguna,No estoy en ninguna de esas situaciones,Limpieza,3 meses,No,Si,Si,Hasta 300€,Primera residencia,Indiferente,3 meses,5,0,0,0,0,0,0,0,0,0,0,1
5254,U-005914,2021-10-29,España,Madrid,No estoy en ninguna de esas situaciones,Administrativo,3 meses,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,6,0,0,0,0,0,0,0,0,0,1,0
5255,U-005915,2021-10-29,España,Santa Cruz de Tenerife,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,1 año,Si,Si,Si,Hasta 450€,Primera residencia,Pueblos de Zaragoza,6 meses,2,1,0,0,0,0,0,1,0,0,0,0
5256,U-005917,2021-10-29,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes,1,0,0,0,0,0,0,0,0,0,1,0
5257,U-005918,2021-10-29,España,A Coruña,No estoy en ninguna de esas situaciones,Autónomo,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,5,0,0,0,0,0,1,0,0,0,0,0
5258,U-005919,2021-10-29,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,3 meses,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,Aún me lo estoy pensando,1,1,0,0,0,0,0,0,1,0,0,0
5259,U-005920,2021-10-30,España,Alicante,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mozo almacén,6 meses,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,0,0,0,1,0,0,0
5260,U-005921,2021-10-30,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Maestro,3 meses,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,4,1,0,0,0,0,0,0,0,0,0,1
5261,U-005922,2021-10-30,España,Toledo,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Sanitario,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando,1,0,0,0,0,0,0,0,0,1,0,0
5262,U-005923,2021-10-30,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Operario,1 año,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,1,0,0,1,0,0,0,0,0,0,1,0
5263,U-005924,2021-10-30,España,Las Palmas,No estoy en ninguna de esas situaciones,Hostelero,6 meses,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Jaén,3 meses,5,1,0,0,0,0,0,1,0,0,0,0
5264,U-005925,2021-10-31,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,1 año,No,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,2,1,0,0,0,0,0,0,1,0,0,0
5265,U-005926,2021-11-01,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Operario,6 meses,No,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses,1,0,0,1,0,0,0,0,0,0,0,1
5266,U-005927,2021-11-01,España,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,1 año,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,6 meses,1,0,0,0,0,0,0,0,1,0,0,0
5267,U-005928,2021-11-01,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Limpieza,3 meses,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,6,0,0,0,0,0,0,0,0,0,0,1
5268,U-005929,2021-11-01,España,Navarra,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Contable,6 meses,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,4,0,0,0,0,0,1,0,0,0,0,0
5269,U-005930,2021-11-01,España,Cádiz,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Asesor,3 meses,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,1,0,0,0,0,0,1,0,0,0,0
5270,U-005931,2021-11-01,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cuidar ancianos,3 meses,No,No,Si,Hasta 300€,Primera residencia,Indiferente,6 meses,3,0,0,0,0,0,0,0,0,0,0,1
5271,U-005932,2021-11-02,España,Málaga,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Transportista,1 año,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,1 mes,2,0,0,0,0,0,0,1,0,0,0,0
5272,U-005933,2021-11-02,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Otro,3 meses,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,4,0,0,0,0,0,0,0,0,0,0,1
5273,U-005934,2021-11-02,España,Santa Cruz de Tenerife,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ingeniero Industrial,6 meses,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses,3,0,1,0,0,0,0,1,0,0,0,0
5274,U-005935,2021-11-02,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Biólogo ambiental,3 meses,No,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,1,0,0,0,0,0,0,0,0,0,1,0
5275,U-005936,2021-11-02,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Transportista,3 meses,No,Si,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,4,0,0,0,0,0,0,0,0,0,0,1
5276,U-005937,2021-11-02,España,Cádiz,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Electricista,3 meses,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses,1,0,0,1,0,0,0,1,0,0,0,0
5277,U-005938,2021-11-02,España,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,6 meses,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,3 meses,1,0,0,0,0,0,0,0,1,0,0,0
5278,U-005939,2021-11-03,España,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Técnico,1 año,Si,Si,No,Hasta 600€,Primera residencia,Indiferente,3 meses,2,0,1,0,0,0,0,0,1,0,0,0
5279,U-005940,2021-11-03,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,Más de 1 año,Si,Si,Si,Hasta 600€,Primera residencia,Indiferente,6 meses,2,0,0,0,0,0,0,0,0,0,1,0
5280,U-005941,2021-11-03,España,Cantabria,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,Más de 1 año,Si,Si,Si,Hasta 600€,Primera residencia,Indiferente,Aún me lo estoy pensando,1,0,0,0,0,0,1,0,0,0,0,0
5281,U-005942,2021-11-03,España,Santa Cruz de Tenerife,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,2,0,0,0,0,0,0,1,0,0,0,0
5282,U-005943,2021-11-03,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Veterinario,Más de 1 año,Si,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,6 meses,2,1,0,0,0,0,0,0,0,0,1,0
5283,U-005944,2021-11-03,España,Almería,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,3 meses,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,3,1,0,0,0,0,0,1,0,0,0,0
5284,U-005945,2021-11-03,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mozo almacén,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,3,0,0,0,0,0,0,0,0,0,1,0
5285,U-005946,2021-11-03,España,Madrid,No estoy en ninguna de esas situaciones,Auxiliar,3 meses,No,No,No,Hasta 300€,Primera residencia,Indiferente,6 meses,2,0,0,0,0,0,0,0,0,0,1,0
5286,U-005947,2021-11-03,España,Baleares,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Contable,6 meses,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,0,0,0,1,0,0,0
5287,U-005948,2021-11-03,España,Santa Cruz de Tenerife,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Panadero,3 meses,Si,No,No,Hasta 300€,Primera residencia,Pueblos de Palencia,1 mes,4,0,0,0,0,0,0,1,0,0,0,0
5288,U-005949,2021-11-04,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Logística de transportes,3 meses,Si,No,No,Hasta 450€,Primera residencia,Pueblos de Burgos,1 mes,3,0,1,0,0,0,0,0,0,0,0,1
5289,U-005950,2021-11-04,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Abogado,3 meses,No,Si,No,Hasta 300€,Primera residencia,Pueblos de Palencia,1 mes,2,1,0,0,0,0,0,0,0,0,1,0
5291,U-005953,2021-11-04,España,Valladolid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mecánico,3 meses,No,No,No,Hasta 300€,Primera residencia,Pueblos de Segovia,6 meses,4,0,1,0,0,0,0,0,0,1,0,0
5292,U-005954,2021-11-04,España,Málaga,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,3 meses,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses,3,1,0,0,0,0,0,1,0,0,0,0
5293,U-005955,2021-11-04,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Comercial,3 meses,No,No,No,Hasta 450€,Primera residencia,Pueblos de Palencia,3 meses,1,1,0,0,0,0,0,0,0,0,1,0
5294,U-005956,2021-11-04,España,A Coruña,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Informático,3 meses,No,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,3 meses,4,1,0,0,0,0,1,0,0,0,0,0
5295,U-005957,2021-11-05,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Otro,6 meses,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,0,0,0,0,0,0,1
5296,U-005958,2021-11-05,Otro,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Ganadero,1 año,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,2,0,0,0,1,0,0,0,0,0,0,1
5297,U-005959,2021-11-05,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Técnico,6 meses,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,1,0,0,0,0,0,0,0,0,1
5298,U-005960,2021-11-05,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Administrativo,3 meses,No,Si,No,Hasta 600€,Primera residencia,Indiferente,1 mes,5,0,0,0,0,0,0,0,0,0,0,1
5299,U-005961,2021-11-05,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Jubilado,1 año,No,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,1,0,0,0,0,1,0,0,0,0,1,0
5300,U-005962,2021-11-05,Otro,Ninguna,No estoy en ninguna de esas situaciones,Otro,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,4,0,0,0,0,0,0,0,0,0,0,1
5301,U-005963,2021-11-05,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Médico Especialista,Más de 1 año,Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,6 meses,3,1,0,0,0,0,0,0,0,0,0,1
5302,U-005964,2021-11-05,España,Zaragoza,No estoy en ninguna de esas situaciones,Operario,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,Aún me lo estoy pensando,2,0,0,1,0,0,0,0,0,1,0,0
5303,U-005965,2021-11-05,Latino América,Ninguna,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Segovia,6 meses,8,0,0,0,0,0,0,0,0,0,0,1
5304,U-005966,2021-11-05,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Cocinero,3 meses,No,Si,No,Hasta 300€,Primera residencia,Pueblos de Palencia,6 meses,1,1,0,0,0,0,0,0,0,0,0,1
5305,U-005967,2021-11-05,España,La Rioja,No estoy en ninguna de esas situaciones,Mozo almacén,1 año,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,2,0,0,0,0,0,1,0,0,0,0,0
5306,U-005968,2021-11-05,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,3 meses,Si,Si,No,Hasta 450€,Primera residencia,Indiferente,1 mes,2,0,0,0,0,0,0,0,0,0,1,0
5307,U-005969,2021-11-05,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Economista,1 año,Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Palencia,6 meses,3,1,0,0,0,0,0,0,0,0,1,0
5308,U-005970,2021-11-06,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Administrativo,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes,6,0,0,0,0,0,0,0,0,0,0,1
5309,U-005971,2021-11-06,Latino América,Ninguna,No estoy en ninguna de esas situaciones,Atención al cliente,3 meses,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,1,0,0,0,0,0,0,0,0,0,0,1
5310,U-005972,2021-11-07,España,Las Palmas,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,1 año,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,3 meses,3,1,0,0,0,0,0,1,0,0,0,0
5311,U-005973,2021-11-07,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Sanitario,3 meses,No,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses,1,0,0,0,0,0,0,0,0,0,1,0
5312,U-005974,2021-11-07,España,Huelva,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Limpieza,3 meses,No,No,No,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando,1,0,0,0,0,0,0,1,0,0,0,0
5313,U-005975,2021-11-07,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Fotógrafo,3 meses,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,1,1,0,0,0,0,0,0,0,0,1,0
5314,U-005976,2021-11-07,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Fotógrafo,1 año,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,1,0,0,0,0,0,0,0,0,1,0
5315,U-005977,2021-11-07,España,Sevilla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,3 meses,No,No,No,Hasta 450€,Primera residencia,Indiferente,6 meses,2,0,0,0,0,0,0,1,0,0,0,0
5316,U-005978,2021-11-07,España,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,1 año,Si,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,1 mes,3,0,0,0,0,0,0,0,0,0,1,0
5317,U-005979,2021-11-07,España,Málaga,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Freelance digital,1 año,No,No,No,Hasta 600€,Primera residencia,Indiferente,6 meses,2,1,0,0,0,0,0,1,0,0,0,0
5318,U-005980,2021-11-07,España,Tarragona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Vigilante,3 meses,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,3,1,0,0,0,0,0,0,1,0,0,0
5319,U-005981,2021-11-07,España,Cádiz,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses,1,0,0,0,0,0,0,1,0,0,0,0
5320,U-005982,2021-11-08,España,Murcia,No estoy en ninguna de esas situaciones,Camarero,Más de 1 año,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,3,1,0,0,0,0,0,0,1,0,0,0
5321,U-005983,2021-11-08,España,Zaragoza,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,3 meses,No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses,1,0,0,0,0,0,0,0,0,1,0,0
